VB:"hoover" VBZ:"hoovers" VBG:"hoovering" VBD:"hoovered" VBN:"hoovered"
VB:"ball" VBZ:"balls" VBG:"balling" VBD:"balled" VBN:"balled"
VB:"ballast" VBZ:"ballasts" VBG:"ballasting" VBD:"ballasted" VBN:"ballasted"
VB:"balloon" VBZ:"balloons" VBG:"ballooning" VBD:"ballooned" VBN:"ballooned"
VB:"ballot" VBZ:"ballots" VBG:"balloting" VBD:"balloted" VBN:"balloted"
VB:"bamboozle" VBZ:"bamboozles" VBG:"bamboozling" VBD:"bamboozled" VBN:"bamboozled"
VB:"ban" VBZ:"bans" VBG:"banning" VBD:"banned" VBN:"banned"
VB:"band" VBZ:"bands" VBG:"banding" VBD:"banded" VBN:"banded"
VB:"bandage" VBZ:"bandages" VBG:"bandaging" VBD:"bandaged" VBN:"bandaged"
VB:"bandy" VBZ:"bandies" VBG:"bandying" VBD:"bandied" VBN:"bandied"
VB:"bang" VBZ:"bangs" VBG:"banging" VBD:"banged" VBN:"banged"
VB:"banish" VBZ:"banishes" VBG:"banishing" VBD:"banished" VBN:"banished"
VB:"bank" VBZ:"banks" VBG:"banking" VBD:"banked" VBN:"banked"
VB:"bankrupt" VBZ:"bankrupts" VBG:"bankrupting" VBD:"bankrupted" VBN:"bankrupted"
VB:"banquet" VBZ:"banquets" VBG:"banqueting" VBD:"banqueted" VBN:"banqueted"
VB:"bant" VBZ:"bants" VBG:"banting" VBD:"banted" VBN:"banted"
VB:"banter" VBZ:"banters" VBG:"bantering" VBD:"bantered" VBN:"bantered"
VB:"baptize" VBZ:"baptizes" VBG:"baptizing" VBD:"baptized" VBN:"baptized"
VB:"bar" VBZ:"bars" VBG:"barring" VBD:"barred" VBN:"barred"
VB:"barbarize" VBZ:"barbarizes" VBG:"barbarizing" VBD:"barbarized" VBN:"barbarized"
VB:"barbecue" VBZ:"barbecues" VBG:"barbecuing" VBD:"barbecued" VBN:"barbecued"
VB:"bare" VBZ:"bares" VBG:"baring" VBD:"bared" VBN:"bared"
VB:"bargain" VBZ:"bargains" VBG:"bargaining" VBD:"bargained" VBN:"bargained"
VB:"barge" VBZ:"barges" VBG:"barging" VBD:"barged" VBN:"barged"
VB:"bark" VBZ:"barks" VBG:"barking" VBD:"barked" VBN:"barked"
VB:"barnstorm" VBZ:"barnstorms" VBG:"barnstorming" VBD:"barnstormed" VBN:"barnstormed"
VB:"barrack" VBZ:"barracks" VBG:"barracking" VBD:"barracked" VBN:"barracked"
VB:"barrel" VBZ:"barrels" VBG:"barrelling" VBD:"barrelled" VBN:"barrelled"
VB:"barricade" VBZ:"barricades" VBG:"barricading" VBD:"barricaded" VBN:"barricaded"
VB:"barter" VBZ:"barters" VBG:"bartering" VBD:"bartered" VBN:"bartered"
VB:"base" VBZ:"bases" VBG:"basing" VBD:"based" VBN:"based"
VB:"bash" VBZ:"bashes" VBG:"bashing" VBD:"bashed" VBN:"bashed"
VB:"bask" VBZ:"basks" VBG:"basking" VBD:"basked" VBN:"basked"
VB:"bastardize" VBZ:"bastardizes" VBG:"bastardizing" VBD:"bastardized" VBN:"bastardized"
VB:"baste" VBZ:"bastes" VBG:"basting" VBD:"basted" VBN:"basted"
VB:"bastinado" VBZ:"bastinados" VBG:"bastinadoing" VBD:"bastinadoed" VBN:"bastinadoed"
VB:"bat" VBZ:"bats" VBG:"batting" VBD:"batted" VBN:"batted"
VB:"bate" VBZ:"bates" VBG:"bating" VBD:"bated" VBN:"bated"
VB:"bath" VBZ:"baths" VBG:"bathing" VBD:"bathed" VBN:"bathed"
VB:"bathe" VBZ:"bathes" VBG:"bathing" VBD:"bathed" VBN:"bathed"
VB:"batten" VBZ:"battens" VBG:"battening" VBD:"battened" VBN:"battened"
VB:"batter" VBZ:"batters" VBG:"battering" VBD:"battered" VBN:"battered"
VB:"battle" VBZ:"battles" VBG:"battling" VBD:"battled" VBN:"battled"
VB:"baulk" VBZ:"baulks" VBG:"baulking" VBD:"baulked" VBN:"baulked"
VB:"bawl" VBZ:"bawls" VBG:"bawling" VBD:"bawled" VBN:"bawled"
VB:"bay" VBZ:"bays" VBG:"baying" VBD:"bayed" VBN:"bayed"
VB:"bayonet" VBZ:"bayonets" VBG:"bayoneting" VBD:"bayoneted" VBN:"bayoneted"
VB:"be" VBZ:"is" VBG:"being" VBD:"was" VBN:"been" VB:"were" VB:"are"
VB:"be" VBZ:"is" VBG:"being" VBD:"was" VBN:"been"
VB:"beach" VBZ:"beaches" VBG:"beaching" VBD:"beached" VBN:"beached"
VB:"beam" VBZ:"beams" VBG:"beaming" VBD:"beamed" VBN:"beamed"
VB:"bear" VBZ:"bears" VBG:"bearing" VBD:"bore" VBN:"borne"
VB:"beard" VBZ:"beards" VBG:"bearding" VBD:"bearded" VBN:"bearded"
VB:"beat" VBZ:"beats" VBG:"beating" VBD:"beat" VBN:"beaten"
VB:"beatify" VBZ:"beatifies" VBG:"beatifying" VBD:"beatified" VBN:"beatified"
VB:"beautify" VBZ:"beautifies" VBG:"beautifying" VBD:"beautified" VBN:"beautified"
VB:"beaver" VBZ:"beavers" VBG:"beavering" VBD:"beavered" VBN:"beavered"
VB:"beckon" VBZ:"beckons" VBG:"beckoning" VBD:"beckoned" VBN:"beckoned"
VB:"become" VBZ:"becomes" VBG:"becoming" VBD:"became" VBN:"become"
VB:"bed" VBZ:"beds" VBG:"bedding" VBD:"bedded" VBN:"bedded"
VB:"bedevil" VBZ:"bedevils" VBG:"bedevilling" VBD:"bedevilled" VBN:"bedevilled"
VB:"beef" VBZ:"beefs" VBG:"beefing" VBD:"beefed" VBN:"beefed"
VB:"beeswax" VBZ:"beeswaxes" VBG:"beeswaxing" VBD:"beeswaxed" VBN:"beeswaxed"
VB:"beetle" VBZ:"beetles" VBG:"beetling" VBD:"beetled" VBN:"beetled"
VB:"befall" VBZ:"befalls" VBG:"befalling" VBD:"befell" VBN:"befallen"
VB:"befit" VBZ:"befits" VBG:"befitting" VBD:"befitted" VBN:"befitted"
VB:"befoul" VBZ:"befouls" VBG:"befouling" VBD:"befouled" VBN:"befouled"
VB:"befriend" VBZ:"befriends" VBG:"befriending" VBD:"befriended" VBN:"befriended"
VB:"beg" VBZ:"begs" VBG:"begging" VBD:"begged" VBN:"begged"
VB:"beget" VBZ:"begets" VBG:"begetting" VBD:"begat" VBN:"begotten"
VB:"beggar" VBZ:"beggars" VBG:"beggaring" VBD:"beggared" VBN:"beggared"
VB:"begin" VBZ:"begins" VBG:"beginning" VBD:"began" VBN:"begun"
VB:"begrudge" VBZ:"begrudges" VBG:"begrudging" VBD:"begrudged" VBN:"begrudged"
VB:"beguile" VBZ:"beguiles" VBG:"beguiling" VBD:"beguiled" VBN:"beguiled"
VB:"behave" VBZ:"behaves" VBG:"behaving" VBD:"behaved" VBN:"behaved"
VB:"behead" VBZ:"beheads" VBG:"beheading" VBD:"beheaded" VBN:"beheaded"
VB:"behold" VBZ:"beholds" VBG:"beholding" VBD:"beheld" VBN:"beheld"
VB:"behove" VBZ:"behoves" VBG:"behoving" VBD:"behoved" VBN:"behoved"
VB:"belabour" VBZ:"belabours" VBG:"belabouring" VBD:"belaboured" VBN:"belaboured"
VB:"belay" VBZ:"belays" VBG:"belaying" VBD:"belayed" VBN:"belayed"
VB:"belch" VBZ:"belches" VBG:"belching" VBD:"belched" VBN:"belched"
VB:"beleaguer" VBZ:"beleaguers" VBG:"beleaguering" VBD:"beleaguered" VBN:"beleaguered"
VB:"belie" VBZ:"belies" VBG:"belying" VBD:"belied" VBN:"belied"
VB:"believe" VBZ:"believes" VBG:"believing" VBD:"believed" VBN:"believed"
VB:"belittle" VBZ:"belittles" VBG:"belittling" VBD:"belittled" VBN:"belittled"
VB:"bell" VBZ:"bells" VBG:"belling" VBD:"belled" VBN:"belled"
VB:"bellow" VBZ:"bellows" VBG:"bellowing" VBD:"bellowed" VBN:"bellowed"
VB:"belly" VBZ:"bellies" VBG:"bellying" VBD:"bellied" VBN:"bellied"
VB:"bellyache" VBZ:"bellyaches" VBG:"bellyaching" VBD:"bellyached" VBN:"bellyached"
VB:"bellyland" VBZ:"bellylands" VBG:"bellylanding" VBD:"bellylanded" VBN:"bellylanded"
VB:"bellylaugh" VBZ:"bellylaughs" VBG:"bellylaughing" VBD:"bellylaughed" VBN:"bellylaughed"
VB:"belong" VBZ:"belongs" VBG:"belonging" VBD:"belonged" VBN:"belonged"
VB:"belt" VBZ:"belts" VBG:"belting" VBD:"belted" VBN:"belted"
VB:"bemoan" VBZ:"bemoans" VBG:"bemoaning" VBD:"bemoaned" VBN:"bemoaned"
VB:"bend" VBZ:"bends" VBG:"bending" VBD:"bended" VBN:"bended"
VB:"benefit" VBZ:"benefits" VBG:"benefiting" VBD:"benefited" VBN:"benefited"
VB:"bequeath" VBZ:"bequeaths" VBG:"bequeathing" VBD:"bequeathed" VBN:"bequeathed"
VB:"berate" VBZ:"berates" VBG:"berating" VBD:"berated" VBN:"berated"
VB:"bereave" VBZ:"bereaves" VBG:"bereaving" VBD:"bereaved" VBN:"bereaved"
VB:"berth" VBZ:"berths" VBG:"berthing" VBD:"berthed" VBN:"berthed"
VB:"beseech" VBZ:"beseeches" VBG:"beseeching" VBD:"beseeched" VBN:"beseeched"
VB:"beseem" VBZ:"beseems" VBG:"beseeming" VBD:"beseemed" VBN:"beseemed"
VB:"beset" VBZ:"besets" VBG:"besetting" VBD:"beset" VBN:"beset"
VB:"beshrew" VBZ:"beshrews" VBG:"beshrewing" VBD:"beshrewed" VBN:"beshrewed"
VB:"besiege" VBZ:"besieges" VBG:"besieging" VBD:"besieged" VBN:"besieged"
VB:"besmear" VBZ:"besmears" VBG:"besmearing" VBD:"besmeared" VBN:"besmeared"
VB:"besmirch" VBZ:"besmirches" VBG:"besmirching" VBD:"besmirched" VBN:"besmirched"
VB:"bespeak" VBZ:"bespeaks" VBG:"bespeaking" VBD:"bespoke" VBN:"bespoken"
VB:"best" VBZ:"bests" VBG:"besting" VBD:"bested" VBN:"bested"
VB:"bestir" VBZ:"bestirs" VBG:"bestirring" VBD:"bestirred" VBN:"bestirred"
VB:"bestow" VBZ:"bestows" VBG:"bestowing" VBD:"bestowed" VBN:"bestowed"
VB:"bestrew" VBZ:"bestrews" VBG:"bestrewing" VBD:"bestrewed" VBN:"bestrewed"
VB:"bestride" VBZ:"bestrides" VBG:"bestriding" VBD:"bestrode" VBN:"bestridden"
VB:"bet" VBZ:"bets" VBG:"betting" VBD:"betted" VBN:"betted"
VB:"betake" VBZ:"betakes" VBG:"betaking" VBD:"betook" VBN:"betaken"
VB:"bethink" VBZ:"bethinks" VBG:"bethinking" VBD:"bethought" VBN:"bethought"
VB:"betide" VBZ:"betides" VBG:"betiding" VBD:"betided" VBN:"betided"
VB:"betoken" VBZ:"betokens" VBG:"betokening" VBD:"betokened" VBN:"betokened"
VB:"betray" VBZ:"betrays" VBG:"betraying" VBD:"betrayed" VBN:"betrayed"
VB:"betroth" VBZ:"betroths" VBG:"betrothing" VBD:"betrothed" VBN:"betrothed"
VB:"better" VBZ:"betters" VBG:"bettering" VBD:"bettered" VBN:"bettered"
VB:"bevel" VBZ:"bevels" VBG:"bevelling" VBD:"bevelled" VBN:"bevelled"
VB:"bewail" VBZ:"bewails" VBG:"bewailing" VBD:"bewailed" VBN:"bewailed"
VB:"beware" VBZ:"-" VBG:"-" VBD:"-" VBN:"-"
VB:"bewilder" VBZ:"bewilders" VBG:"bewildering" VBD:"bewildered" VBN:"bewildered"
VB:"bewitch" VBZ:"bewitches" VBG:"bewitching" VBD:"bewitched" VBN:"bewitched"
VB:"bias" VBZ:"biases" VBG:"biasing" VBD:"biased" VBN:"biased"
VB:"bib" VBZ:"bibs" VBG:"bibbing" VBD:"bibbed" VBN:"bibbed"
VB:"bicker" VBZ:"bickers" VBG:"bickering" VBD:"bickered" VBN:"bickered"
VB:"bicycle" VBZ:"bicycles" VBG:"bicycling" VBD:"bicycled" VBN:"bicycled"
VB:"bid" VBZ:"bids" VBG:"bidding" VBD:"bid" VBN:"bid"
VB:"bide" VBZ:"bides" VBG:"biding" VBD:"bided" VBN:"bided"
VB:"biff" VBZ:"biffs" VBG:"biffing" VBD:"biffed" VBN:"biffed"
VB:"bifurcate" VBZ:"bifurcates" VBG:"bifurcating" VBD:"bifurcated" VBN:"bifurcated"
VB:"bike" VBZ:"bikes" VBG:"biking" VBD:"biked" VBN:"biked"
VB:"bilk" VBZ:"bilks" VBG:"bilking" VBD:"bilked" VBN:"bilked"
VB:"bill" VBZ:"bills" VBG:"billing" VBD:"billed" VBN:"billed"
VB:"billet" VBZ:"billets" VBG:"billeting" VBD:"billeted" VBN:"billeted"
VB:"billow" VBZ:"billows" VBG:"billowing" VBD:"billowed" VBN:"billowed"
VB:"bind" VBZ:"binds" VBG:"binding" VBD:"bound" VBN:"bound"
VB:"birch" VBZ:"birches" VBG:"birching" VBD:"birched" VBN:"birched"
VB:"bisect" VBZ:"bisects" VBG:"bisecting" VBD:"bisected" VBN:"bisected"
VB:"bitch" VBZ:"bitches" VBG:"bitching" VBD:"bitched" VBN:"bitched"
VB:"bite" VBZ:"bites" VBG:"biting" VBD:"bit" VBN:"bitten"
VB:"bivouac" VBZ:"bivouacs" VBG:"bivouacking" VBD:"bivouacked" VBN:"bivouacked"
VB:"blab" VBZ:"blabs" VBG:"blabbing" VBD:"blabbed" VBN:"blabbed"
VB:"blabber" VBZ:"blabbers" VBG:"blabbering" VBD:"blabbered" VBN:"blabbered"
VB:"black" VBZ:"blacks" VBG:"blacking" VBD:"blacked" VBN:"blacked"
VB:"black-lead" VBZ:"black-leads" VBG:"black-leading" VBD:"black-leaded" VBN:"black-leaded"
VB:"blackball" VBZ:"blackballs" VBG:"blackballing" VBD:"blackballed" VBN:"blackballed"
VB:"blacken" VBZ:"blackens" VBG:"blackening" VBD:"blackened" VBN:"blackened"
VB:"blackguard" VBZ:"blackguards" VBG:"blackguarding" VBD:"blackguarded" VBN:"blackguarded"
VB:"blackleg" VBZ:"blacklegs" VBG:"blacklegging" VBD:"blacklegged" VBN:"blacklegged"
VB:"blacklist" VBZ:"blacklists" VBG:"blacklisting" VBD:"blacklisted" VBN:"blacklisted"
VB:"blackmail" VBZ:"blackmails" VBG:"blackmailing" VBD:"blackmailed" VBN:"blackmailed"
VB:"blame" VBZ:"blames" VBG:"blaming" VBD:"blamed" VBN:"blamed"
VB:"blanch" VBZ:"blanches" VBG:"blanching" VBD:"blanched" VBN:"blanched"
VB:"blanket" VBZ:"blankets" VBG:"blanketing" VBD:"blanketed" VBN:"blanketed"
VB:"blare" VBZ:"blares" VBG:"blaring" VBD:"blared" VBN:"blared"
VB:"blaspheme" VBZ:"blasphemes" VBG:"blaspheming" VBD:"blasphemed" VBN:"blasphemed"
VB:"blast" VBZ:"blasts" VBG:"blasting" VBD:"blasted" VBN:"blasted"
VB:"blather" VBZ:"blathers" VBG:"blathering" VBD:"blathered" VBN:"blathered"
VB:"blaze" VBZ:"blazes" VBG:"blazing" VBD:"blazed" VBN:"blazed"
VB:"blazon" VBZ:"blazons" VBG:"blazoning" VBD:"blazoned" VBN:"blazoned"
VB:"bleach" VBZ:"bleaches" VBG:"bleaching" VBD:"bleached" VBN:"bleached"
VB:"bleat" VBZ:"bleats" VBG:"bleating" VBD:"bleated" VBN:"bleated"
VB:"bleed" VBZ:"bleeds" VBG:"bleeding" VBD:"bled" VBN:"bled"
VB:"bleep" VBZ:"bleeps" VBG:"bleeping" VBD:"bleeped" VBN:"bleeped"
VB:"blemish" VBZ:"blemishes" VBG:"blemishing" VBD:"blemished" VBN:"blemished"
VB:"blench" VBZ:"blenches" VBG:"blenching" VBD:"blenched" VBN:"blenched"
VB:"blend" VBZ:"blends" VBG:"blending" VBD:"blended" VBN:"blended"
VB:"bless" VBZ:"blesses" VBG:"blessing" VBD:"blessed" VBN:"blessed"
VB:"blether" VBZ:"blethers" VBG:"blethering" VBD:"blethered" VBN:"blethered"
VB:"blight" VBZ:"blights" VBG:"blighting" VBD:"blighted" VBN:"blighted"
VB:"blind" VBZ:"blinds" VBG:"blinding" VBD:"blinded" VBN:"blinded"
VB:"blindfold" VBZ:"blindfolds" VBG:"blindfolding" VBD:"blindfolded" VBN:"blindfolded"
VB:"blink" VBZ:"blinks" VBG:"blinking" VBD:"blinked" VBN:"blinked"
VB:"blister" VBZ:"blisters" VBG:"blistering" VBD:"blistered" VBN:"blistered"
VB:"blitz" VBZ:"blitzes" VBG:"blitzing" VBD:"blitzed" VBN:"blitzed"
VB:"block" VBZ:"blocks" VBG:"blocking" VBD:"blocked" VBN:"blocked"
VB:"blockade" VBZ:"blockades" VBG:"blockading" VBD:"blockaded" VBN:"blockaded"
VB:"blood" VBZ:"bloods" VBG:"blooding" VBD:"blooded" VBN:"blooded"
VB:"bloom" VBZ:"blooms" VBG:"blooming" VBD:"bloomed" VBN:"bloomed"
VB:"blossom" VBZ:"blossoms" VBG:"blossoming" VBD:"blossomed" VBN:"blossomed"
VB:"blot" VBZ:"blots" VBG:"blotting" VBD:"blotted" VBN:"blotted"
VB:"blow" VBZ:"blows" VBG:"blowing" VBD:"blew" VBN:"blown"
VB:"blow-dry" VBZ:"blow-dries" VBG:"blow-drying" VBD:"blow-dried" VBN:"blow-dried"
VB:"blubber" VBZ:"blubbers" VBG:"blubbering" VBD:"blubbered" VBN:"blubbered"
VB:"bludgeon" VBZ:"bludgeons" VBG:"bludgeoning" VBD:"bludgeoned" VBN:"bludgeoned"
VB:"blue" VBZ:"blues" VBG:"bluing" VBD:"blued" VBN:"blued"
VB:"blue-pencil" VBZ:"blue-pencils" VBG:"blue-pencilling" VBD:"blue-pencilled" VBN:"blue-pencilled"
VB:"bluff" VBZ:"bluffs" VBG:"bluffing" VBD:"bluffed" VBN:"bluffed"
VB:"blunder" VBZ:"blunders" VBG:"blundering" VBD:"blundered" VBN:"blundered"
VB:"blunt" VBZ:"blunts" VBG:"blunting" VBD:"blunted" VBN:"blunted"
VB:"blur" VBZ:"blurs" VBG:"blurring" VBD:"blurred" VBN:"blurred"
VB:"blurt" VBZ:"blurts" VBG:"blurting" VBD:"blurted" VBN:"blurted"
VB:"blush" VBZ:"blushes" VBG:"blushing" VBD:"blushed" VBN:"blushed"
VB:"bluster" VBZ:"blusters" VBG:"blustering" VBD:"blustered" VBN:"blustered"
VB:"board" VBZ:"boards" VBG:"boarding" VBD:"boarded" VBN:"boarded"
VB:"boast" VBZ:"boasts" VBG:"boasting" VBD:"boasted" VBN:"boasted"
VB:"boat" VBZ:"boats" VBG:"boating" VBD:"boated" VBN:"boated"
VB:"bob" VBZ:"bobs" VBG:"bobbing" VBD:"bobbed" VBN:"bobbed"
VB:"bode" VBZ:"bodes" VBG:"boding" VBD:"boded" VBN:"boded"
VB:"bog" VBZ:"bogs" VBG:"bogging" VBD:"bogged" VBN:"bogged"
VB:"boggle" VBZ:"boggles" VBG:"boggling" VBD:"boggled" VBN:"boggled"
VB:"boil" VBZ:"boils" VBG:"boiling" VBD:"boiled" VBN:"boiled"
VB:"bolster" VBZ:"bolsters" VBG:"bolstering" VBD:"bolstered" VBN:"bolstered"
VB:"bolt" VBZ:"bolts" VBG:"bolting" VBD:"bolted" VBN:"bolted"
VB:"bomb" VBZ:"bombs" VBG:"bombing" VBD:"bombed" VBN:"bombed"
VB:"bombard" VBZ:"bombards" VBG:"bombarding" VBD:"bombarded" VBN:"bombarded"
VB:"bond" VBZ:"bonds" VBG:"bonding" VBD:"bonded" VBN:"bonded"
VB:"bone" VBZ:"bones" VBG:"boning" VBD:"boned" VBN:"boned"
VB:"boo" VBZ:"boos" VBG:"booing" VBD:"booed" VBN:"booed"
VB:"boob" VBZ:"boobs" VBG:"boobing" VBD:"boobed" VBN:"boobed"
VB:"book" VBZ:"books" VBG:"booking" VBD:"booked" VBN:"booked"
VB:"boom" VBZ:"booms" VBG:"booming" VBD:"boomed" VBN:"boomed"
VB:"boost" VBZ:"boosts" VBG:"boosting" VBD:"boosted" VBN:"boosted"
VB:"boot" VBZ:"boots" VBG:"booting" VBD:"booted" VBN:"booted"
VB:"bootleg" VBZ:"bootlegs" VBG:"bootlegging" VBD:"bootlegged" VBN:"bootlegged"
VB:"booze" VBZ:"boozes" VBG:"boozing" VBD:"boozed" VBN:"boozed"
VB:"border" VBZ:"borders" VBG:"bordering" VBD:"bordered" VBN:"bordered"
VB:"bore" VBZ:"bores" VBG:"boring" VBD:"bored" VBN:"bored"
VB:"borrow" VBZ:"borrows" VBG:"borrowing" VBD:"borrowed" VBN:"borrowed"
VB:"boss" VBZ:"bosses" VBG:"bossing" VBD:"bossed" VBN:"bossed"
VB:"botanize" VBZ:"botanizes" VBG:"botanizing" VBD:"botanized" VBN:"botanized"
VB:"botch" VBZ:"botches" VBG:"botching" VBD:"botched" VBN:"botched"
VB:"bother" VBZ:"bothers" VBG:"bothering" VBD:"bothered" VBN:"bothered"
VB:"bottle" VBZ:"bottles" VBG:"bottling" VBD:"bottled" VBN:"bottled"
VB:"bottom" VBZ:"bottoms" VBG:"bottoming" VBD:"bottomed" VBN:"bottomed"
VB:"bounce" VBZ:"bounces" VBG:"bouncing" VBD:"bounced" VBN:"bounced"
VB:"bound" VBZ:"bounds" VBG:"bounding" VBD:"bounded" VBN:"bounded"
VB:"bow" VBZ:"bows" VBG:"bowing" VBD:"bowed" VBN:"bowed"
VB:"bow" VBZ:"bows" VBG:"bowing" VBD:"bowed" VBN:"bowed"
VB:"bowdlerize" VBZ:"bowdlerizes" VBG:"bowdlerizing" VBD:"bowdlerized" VBN:"bowdlerized"
VB:"bowl" VBZ:"bowls" VBG:"bowling" VBD:"bowled" VBN:"bowled"
VB:"box" VBZ:"boxes" VBG:"boxing" VBD:"boxed" VBN:"boxed"
VB:"boycott" VBZ:"boycotts" VBG:"boycotting" VBD:"boycotted" VBN:"boycotted"
VB:"brace" VBZ:"braces" VBG:"bracing" VBD:"braced" VBN:"braced"
VB:"bracket" VBZ:"brackets" VBG:"bracketing" VBD:"bracketed" VBN:"bracketed"
VB:"brag" VBZ:"brags" VBG:"bragging" VBD:"bragged" VBN:"bragged"
VB:"braid" VBZ:"braids" VBG:"braiding" VBD:"braided" VBN:"braided"
VB:"brain" VBZ:"brains" VBG:"braining" VBD:"brained" VBN:"brained"
VB:"brainwash" VBZ:"brainwashes" VBG:"brainwashing" VBD:"brainwashed" VBN:"brainwashed"
VB:"braise" VBZ:"braises" VBG:"braising" VBD:"braised" VBN:"braised"
VB:"brake" VBZ:"brakes" VBG:"braking" VBD:"braked" VBN:"braked"
VB:"branch" VBZ:"branches" VBG:"branching" VBD:"branched" VBN:"branched"
VB:"brand" VBZ:"brands" VBG:"branding" VBD:"branded" VBN:"branded"
VB:"brandish" VBZ:"brandishes" VBG:"brandishing" VBD:"brandished" VBN:"brandished"
VB:"brave" VBZ:"braves" VBG:"braving" VBD:"braved" VBN:"braved"
VB:"brawl" VBZ:"brawls" VBG:"brawling" VBD:"brawled" VBN:"brawled"
VB:"bray" VBZ:"brays" VBG:"braying" VBD:"brayed" VBN:"brayed"
VB:"braze" VBZ:"brazes" VBG:"brazing" VBD:"brazed" VBN:"brazed"
VB:"brazen" VBZ:"brazens" VBG:"brazening" VBD:"brazened" VBN:"brazened"
VB:"breach" VBZ:"breaches" VBG:"breaching" VBD:"breached" VBN:"breached"
VB:"break" VBZ:"breaks" VBG:"breaking" VBD:"broke" VBN:"broken"
VB:"breakfast" VBZ:"breakfasts" VBG:"breakfasting" VBD:"breakfasted" VBN:"breakfasted"
VB:"breast" VBZ:"breasts" VBG:"breasting" VBD:"breasted" VBN:"breasted"
VB:"breastfeed" VBZ:"breastfeeds" VBG:"breastfeeding" VBD:"breastfed" VBN:"breastfed"
VB:"breathe" VBZ:"breathes" VBG:"breathing" VBD:"breathed" VBN:"breathed"
VB:"breed" VBZ:"breeds" VBG:"breeding" VBD:"bred" VBN:"bred"
VB:"breeze" VBZ:"breezes" VBG:"breezing" VBD:"breezed" VBN:"breezed"
VB:"brew" VBZ:"brews" VBG:"brewing" VBD:"brewed" VBN:"brewed"
VB:"bribe" VBZ:"bribes" VBG:"bribing" VBD:"bribed" VBN:"bribed"
VB:"brick" VBZ:"bricks" VBG:"bricking" VBD:"bricked" VBN:"bricked"
VB:"bridge" VBZ:"bridges" VBG:"bridging" VBD:"bridged" VBN:"bridged"
VB:"bridle" VBZ:"bridles" VBG:"bridling" VBD:"bridled" VBN:"bridled"
VB:"brief" VBZ:"briefs" VBG:"briefing" VBD:"briefed" VBN:"briefed"
VB:"brighten" VBZ:"brightens" VBG:"brightening" VBD:"brightened" VBN:"brightened"
VB:"brim" VBZ:"brims" VBG:"brimming" VBD:"brimmed" VBN:"brimmed"
VB:"bring" VBZ:"brings" VBG:"bringing" VBD:"brought" VBN:"brought"
VB:"bristle" VBZ:"bristles" VBG:"bristling" VBD:"bristled" VBN:"bristled"
VB:"broach" VBZ:"broaches" VBG:"broaching" VBD:"broached" VBN:"broached"
VB:"broadcast" VBZ:"broadcasts" VBG:"broadcasting" VBD:"broadcasted" VBN:"broadcasted"
VB:"broaden" VBZ:"broadens" VBG:"broadening" VBD:"broadened" VBN:"broadened"
VB:"brocade" VBZ:"brocades" VBG:"brocading" VBD:"brocaded" VBN:"brocaded"
VB:"broil" VBZ:"broils" VBG:"broiling" VBD:"broiled" VBN:"broiled"
VB:"bronze" VBZ:"bronzes" VBG:"bronzing" VBD:"bronzed" VBN:"bronzed"
VB:"brood" VBZ:"broods" VBG:"brooding" VBD:"brooded" VBN:"brooded"
VB:"brook" VBZ:"brooks" VBG:"brooking" VBD:"brooked" VBN:"brooked"
VB:"browbeat" VBZ:"browbeats" VBG:"browbeating" VBD:"browbeat" VBN:"browbeaten"
VB:"brown" VBZ:"browns" VBG:"browning" VBD:"browned" VBN:"browned"
VB:"browse" VBZ:"browses" VBG:"browsing" VBD:"browsed" VBN:"browsed"
VB:"bruise" VBZ:"bruises" VBG:"bruising" VBD:"bruised" VBN:"bruised"
VB:"bruit" VBZ:"bruits" VBG:"bruiting" VBD:"bruited" VBN:"bruited"
VB:"brush" VBZ:"brushes" VBG:"brushing" VBD:"brushed" VBN:"brushed"
VB:"brutalize" VBZ:"brutalizes" VBG:"brutalizing" VBD:"brutalized" VBN:"brutalized"
VB:"bubble" VBZ:"bubbles" VBG:"bubbling" VBD:"bubbled" VBN:"bubbled"
VB:"buck" VBZ:"bucks" VBG:"bucking" VBD:"bucked" VBN:"bucked"
VB:"bucket" VBZ:"buckets" VBG:"bucketing" VBD:"bucketed" VBN:"bucketed"
VB:"buckle" VBZ:"buckles" VBG:"buckling" VBD:"buckled" VBN:"buckled"
VB:"bud" VBZ:"buds" VBG:"budding" VBD:"budded" VBN:"budded"
VB:"budge" VBZ:"budges" VBG:"budging" VBD:"budged" VBN:"budged"
VB:"budget" VBZ:"budgets" VBG:"budgeting" VBD:"budgeted" VBN:"budgeted"
VB:"buff" VBZ:"buffs" VBG:"buffing" VBD:"buffed" VBN:"buffed"
VB:"buffet" VBZ:"buffets" VBG:"buffeting" VBD:"buffeted" VBN:"buffeted"
VB:"bug" VBZ:"bugs" VBG:"bugging" VBD:"bugged" VBN:"bugged"
VB:"bugger" VBZ:"buggers" VBG:"buggering" VBD:"buggered" VBN:"buggered"
VB:"build" VBZ:"builds" VBG:"building" VBD:"built" VBN:"built"
VB:"bulge" VBZ:"bulges" VBG:"bulging" VBD:"bulged" VBN:"bulged"
VB:"bulk" VBZ:"bulks" VBG:"bulking" VBD:"bulked" VBN:"bulked"
VB:"bulldoze" VBZ:"bulldozes" VBG:"bulldozing" VBD:"bulldozed" VBN:"bulldozed"
VB:"bullshit" VBZ:"bullshits" VBG:"bullshitting" VBD:"bullshitted" VBN:"bullshitted"
